city,pct,numteams,champ,tooltip,ff,year
Denver,0.414,3,0,"['Denver Nuggets 0.439', 'Denver Broncos 0.667', 'Colorado Rockies 0.414']",0,1993
Indianapolis,0.333,2,0,"['Indiana Pacers 0.5', 'Indianapolis Colts 0.333']",0,1993
Oakland,0.42,2,0,"['Golden State Warriors 0.415', 'Oakland Athletics 0.42']",0,1993
Phoenix,0.429,2,0,"['Phoenix Suns 0.756 Conf./League Finalist', 'Phoenix Cardinals 0.429']",0,1993
Sacramento,0.305,1,0,['Sacramento Kings 0.305'],0,1993
Dallas,0.531,3,1,"['Dallas Mavericks 0.134', 'Dallas Cowboys 0.833 Champions', 'Texas Rangers 0.531']",1,1993
Portland,0.622,1,0,['Portland Trail Blazers 0.622'],0,1993
Los Angeles 1,0.524,4,0,"['Los Angeles Lakers 0.476', 'Los Angeles Rams 0.25', 'Los Angeles Dodgers 0.438', 'Los Angeles Kings 0.524 Conf./League Finalist']",0,1993
Los Angeles 2,0.438,3,0,"['Los Angeles Clippers 0.5', 'Los Angeles Raiders 0.583', 'Los Angeles Angels of Anaheim 0.438']",0,1993
Atlanta,0.642,3,0,"['Atlanta Hawks 0.524', 'Atlanta Falcons 0.417', 'Atlanta Braves 0.642 Conf./League Finalist']",0,1993
San Antonio,0.598,1,0,['San Antonio Spurs 0.598'],0,1993
Charlotte,0.537,1,0,['Charlotte Hornets 0.537'],0,1993
Miami,0.395,3,0,"['Miami Heat 0.439', 'Miami Dolphins 0.5', 'Florida Marlins 0.395']",0,1993
Orlando,0.5,1,0,['Orlando Magic 0.5'],0,1993
Detroit,0.613,4,0,"['Detroit Pistons 0.488', 'Detroit Lions 0.571', 'Detroit Tigers 0.525', 'Detroit Red Wings 0.613']",0,1993
Minneapolis,0.488,4,0,"['Minnesota Timberwolves 0.232', 'Minnesota Vikings 0.583', 'Minnesota Twins 0.438', 'Minnesota North Stars 0.488']",0,1993
Houston,0.525,3,0,"['Houston Rockets 0.671', 'Houston Oilers 0.833', 'Houston Astros 0.525']",0,1993
New Jersey,0.518,2,0,"['New Jersey Nets 0.524', 'New Jersey Devils 0.518']",0,1993
Boston,0.649,4,0,"['Boston Celtics 0.585', 'New England Patriots 0.286', 'Boston Red Sox 0.494', 'Boston Bruins 0.649']",0,1993
Washington DC,0.554,3,0,"['Washington Bullets 0.268', 'Washington Redskins 0.25', 'Washington Capitals 0.554']",0,1993
New York 1,0.47,4,0,"['New York Knicks 0.732 Conf./League Finalist', 'New York Giants 0.75', 'New York Yankees 0.543', 'New York Rangers 0.47']",0,1993
Cleveland,0.469,3,0,"['Cleveland Cavaliers 0.659', 'Cleveland Browns 0.333', 'Cleveland Indians 0.469']",0,1993
Wisconsin,0.426,3,0,"['Milwaukee Bucks 0.341', 'Green Bay Packers 0.5', 'Milwaukee Brewers 0.426']",0,1993
Seattle,0.506,3,0,"['Seattle SuperSonics 0.671 Conf./League Finalist', 'Seattle Seahawks 0.429', 'Seattle Mariners 0.506']",0,1993
San Francisco,0.143,3,0,"['San Francisco 49ers 0.667 Conf./League Finalist', 'San Francisco Giants 0.636', 'San Jose Sharks 0.143']",0,1993
Tampa Bay,0.315,2,0,"['Tampa Bay Buccaneers 0.333', 'Tampa Bay Lightning 0.315']",0,1993
Pittsburgh,0.708,3,0,"['Pittsburgh Steelers 0.583', 'Pittsburgh Pirates 0.463', 'Pittsburgh Penguins 0.708']",0,1993
San Diego,0.377,2,0,"['San Diego Chargers 0.5', 'San Diego Padres 0.377']",0,1993
New York 2,0.518,3,0,"['New York Jets 0.5', 'New York Mets 0.543', 'New York Islanders 0.518 Conf./League Finalist']",0,1993
Kansas City,0.519,2,0,"['Kansas City Chiefs 0.75 Conf./League Finalist', 'Kansas City Royals 0.519']",0,1993
Buffalo,0.512,2,0,"['Buffalo Bills 0.667 Conf./League Finalist', 'Buffalo Sabres 0.512']",0,1993
Cincinnati,0.451,2,0,"['Cincinnati Bengals 0.083', 'Cincinnati Reds 0.451']",0,1993
New Orleans,0.5,1,0,['New Orleans Saints 0.5'],0,1993
Toronto,0.589,2,1,"['Toronto Blue Jays 0.586 Champions', 'Toronto Maple Leafs 0.589 Conf./League Finalist']",1,1993
Baltimore,0.525,1,0,['Baltimore Orioles 0.525'],0,1993
St Louis,0.506,2,0,"['St. Louis Cardinals 0.537', 'St. Louis Blues 0.506']",0,1993
Montreal,0.607,2,1,"['Montreal Expos 0.58', 'Montreal Canadiens 0.607 Champions']",1,1993
Winnipeg,0.518,1,0,['Winnipeg Jets 0.518'],0,1993
Vancouver,0.601,1,0,['Vancouver Canucks 0.601'],0,1993
Calgary,0.577,1,0,['Calgary Flames 0.577'],0,1993
Hartford,0.345,1,0,['Hartford Whalers 0.345'],0,1993
Ottawa,0.143,1,0,['Ottawa Senators 0.143'],0,1993
Edmonton,0.357,1,0,['Edmonton Oilers 0.357'],0,1993
Quebec,0.619,1,0,['Quebec Nordiques 0.619'],0,1993
Chicago,0.518,5,0,"['Chicago Bulls 0.671', 'Chicago Bears 0.5', 'Chicago White Sox 0.573', 'Chicago Cubs 0.573', 'Chicago Blackhawks 0.518']",0,1994
Utah,0.646,1,0,['Utah Jazz 0.646 Conf./League Finalist'],0,1994
Philadelphia,0.476,4,0,"['Philadelphia 76ers 0.305', 'Philadelphia Eagles 0.5', 'Philadelphia Phillies 0.462', 'Philadelphia Flyers 0.476']",0,1994
Denver,0.453,3,0,"['Denver Nuggets 0.512', 'Denver Broncos 0.5', 'Colorado Rockies 0.453']",0,1994
Indianapolis,0.571,2,0,"['Indiana Pacers 0.573 Conf./League Finalist', 'Indianapolis Colts 0.571']",0,1994
Oakland,0.436,2,0,"['Golden State Warriors 0.61', 'Oakland Athletics 0.436']",0,1994
Phoenix,0.417,2,0,"['Phoenix Suns 0.683', 'Arizona Cardinals 0.417']",0,1994
Sacramento,0.341,1,0,['Sacramento Kings 0.341'],0,1994
Dallas,0.577,4,0,"['Dallas Mavericks 0.159', 'Dallas Cowboys 0.75 Conf./League Finalist', 'Texas Rangers 0.444', 'Dallas Stars 0.577']",0,1994
Portland,0.573,1,0,['Portland Trail Blazers 0.573'],0,1994
Los Angeles 1,0.393,4,0,"['Los Angeles Lakers 0.402', 'Los Angeles Rams 0.167', 'Los Angeles Dodgers 0.402', 'Los Angeles Kings 0.393']",0,1994
Los Angeles 2,0.423,4,0,"['Los Angeles Clippers 0.329', 'Los Angeles Raiders 0.5', 'Los Angeles Angels of Anaheim 0.402', 'Mighty Ducks of Anaheim 0.423']",0,1994
Atlanta,0.581,3,0,"['Atlanta Hawks 0.695', 'Atlanta Falcons 0.5', 'Atlanta Braves 0.581']",0,1994
San Antonio,0.671,1,0,['San Antonio Spurs 0.671'],0,1994
Charlotte,0.5,1,0,['Charlotte Hornets 0.5'],0,1994
Miami,0.494,4,0,"['Miami Heat 0.512', 'Miami Dolphins 0.667', 'Florida Marlins 0.436', 'Florida Panthers 0.494']",0,1994
Orlando,0.61,1,0,['Orlando Magic 0.61'],0,1994
Detroit,0.595,4,0,"['Detroit Pistons 0.244', 'Detroit Lions 0.583', 'Detroit Tigers 0.453', 'Detroit Red Wings 0.595']",0,1994
Minneapolis,0.453,3,0,"['Minnesota Timberwolves 0.244', 'Minnesota Vikings 0.667', 'Minnesota Twins 0.453']",0,1994
Houston,0.564,3,1,"['Houston Rockets 0.707 Champions', 'Houston Oilers 0.167', 'Houston Astros 0.564']",1,1994
New Jersey,0.631,2,0,"['New Jersey Nets 0.549', 'New Jersey Devils 0.631 Conf./League Finalist']",0,1994
Boston,0.577,4,0,"['Boston Celtics 0.39', 'New England Patriots 0.5', 'Boston Red Sox 0.462', 'Boston Bruins 0.577']",0,1994
Washington DC,0.524,3,0,"['Washington Bullets 0.293', 'Washington Redskins 0.143', 'Washington Capitals 0.524']",0,1994
New York 1,0.667,4,1,"['New York Knicks 0.695 Conf./League Finalist', 'New York Giants 0.5', 'New York Yankees 0.598', 'New York Rangers 0.667 Champions']",1,1994
Cleveland,0.564,3,0,"['Cleveland Cavaliers 0.573', 'Cleveland Browns 0.667', 'Cleveland Indians 0.564']",0,1994
Wisconsin,0.453,3,0,"['Milwaukee Bucks 0.244', 'Green Bay Packers 0.667', 'Milwaukee Brewers 0.453']",0,1994
Seattle,0.419,3,0,"['Seattle SuperSonics 0.768', 'Seattle Seahawks 0.286', 'Seattle Mariners 0.419']",0,1994
San Francisco,0.488,3,1,"['San Francisco 49ers 0.833 Champions', 'San Francisco Giants 0.47', 'San Jose Sharks 0.488']",1,1994
Tampa Bay,0.423,2,0,"['Tampa Bay Buccaneers 0.357', 'Tampa Bay Lightning 0.423']",0,1994
Pittsburgh,0.601,3,0,"['Pittsburgh Steelers 0.833 Conf./League Finalist', 'Pittsburgh Pirates 0.453', 'Pittsburgh Penguins 0.601']",0,1994
San Diego,0.402,2,0,"['San Diego Chargers 0.75 Conf./League Finalist', 'San Diego Padres 0.402']",0,1994
New York 2,0.5,3,0,"['New York Jets 0.417', 'New York Mets 0.598', 'New York Islanders 0.5']",0,1994
Kansas City,0.547,2,0,"['Kansas City Chiefs 0.5', 'Kansas City Royals 0.547']",0,1994
Buffalo,0.565,2,0,"['Buffalo Bills 0.5', 'Buffalo Sabres 0.565']",0,1994
Cincinnati,0.564,2,0,"['Cincinnati Bengals 0.167', 'Cincinnati Reds 0.564']",0,1994
New Orleans,0.5,1,0,['New Orleans Saints 0.5'],0,1994
Toronto,0.583,2,0,"['Toronto Blue Jays 0.47', 'Toronto Maple Leafs 0.583 Conf./League Finalist']",0,1994
Baltimore,0.538,1,0,['Baltimore Orioles 0.538'],0,1994
St Louis,0.542,2,0,"['St. Louis Cardinals 0.453', 'St. Louis Blues 0.542']",0,1994
Montreal,0.571,2,0,"['Montreal Expos 0.632', 'Montreal Canadiens 0.571']",0,1994
Winnipeg,0.339,1,0,['Winnipeg Jets 0.339'],0,1994
Vancouver,0.506,1,0,['Vancouver Canucks 0.506 Conf./League Finalist'],0,1994
Calgary,0.577,1,0,['Calgary Flames 0.577'],0,1994
Hartford,0.375,1,0,['Hartford Whalers 0.375'],0,1994
Ottawa,0.22,1,0,['Ottawa Senators 0.22'],0,1994
Edmonton,0.381,1,0,['Edmonton Oilers 0.381'],0,1994
Quebec,0.452,1,0,['Quebec Nordiques 0.452'],0,1994
Chicago,0.552,5,0,"['Chicago Bulls 0.573', 'Chicago Bears 0.583', 'Chicago White Sox 0.469', 'Chicago Cubs 0.469', 'Chicago Blackhawks 0.552 Conf./League Finalist']",0,1995
Utah,0.732,1,0,['Utah Jazz 0.732'],0,1995
Philadelphia,0.625,4,0,"['Philadelphia 76ers 0.293', 'Philadelphia Eagles 0.75', 'Philadelphia Phillies 0.476', 'Philadelphia Flyers 0.625 Conf./League Finalist']",0,1995
Denver,0.531,3,0,"['Denver Nuggets 0.5', 'Denver Broncos 0.5', 'Colorado Rockies 0.531']",0,1995
Indianapolis,0.583,2,0,"['Indiana Pacers 0.634 Conf./League Finalist', 'Indianapolis Colts 0.583 Conf./League Finalist']",0,1995
Oakland,0.462,3,0,"['Golden State Warriors 0.317', 'Oakland Raiders 0.417', 'Oakland Athletics 0.462']",0,1995
Phoenix,0.25,2,0,"['Phoenix Suns 0.72', 'Arizona Cardinals 0.25']",0,1995
Sacramento,0.476,1,0,['Sacramento Kings 0.476'],0,1995
Dallas,0.438,4,1,"['Dallas Mavericks 0.439', 'Dallas Cowboys 0.667 Champions', 'Texas Rangers 0.51', 'Dallas Stars 0.438']",1,1995
Portland,0.537,1,0,['Portland Trail Blazers 0.537'],0,1995
Los Angeles 2,0.385,3,0,"['Los Angeles Clippers 0.207', 'Los Angeles Angels of Anaheim 0.538', 'Mighty Ducks of Anaheim 0.385']",0,1995
Los Angeles 1,0.427,3,0,"['Los Angeles Lakers 0.585', 'Los Angeles Dodgers 0.538', 'Los Angeles Kings 0.427']",0,1995
Atlanta,0.621,3,1,"['Atlanta Hawks 0.512', 'Atlanta Falcons 0.583', 'Atlanta Braves 0.621 Champions']",1,1995
San Antonio,0.756,1,0,['San Antonio Spurs 0.756 Conf./League Finalist'],0,1995
Charlotte,0.333,2,0,"['Charlotte Hornets 0.61', 'Carolina Panthers 0.333']",0,1995
Miami,0.479,4,0,"['Miami Heat 0.39', 'Miami Dolphins 0.583', 'Florida Marlins 0.462', 'Florida Panthers 0.479']",0,1995
Orlando,0.695,1,0,['Orlando Magic 0.695 Conf./League Finalist'],0,1995
Detroit,0.729,4,0,"['Detroit Pistons 0.341', 'Detroit Lions 0.583', 'Detroit Tigers 0.414', 'Detroit Red Wings 0.729 Conf./League Finalist']",0,1995
Minneapolis,0.386,3,0,"['Minnesota Timberwolves 0.256', 'Minnesota Vikings 0.417', 'Minnesota Twins 0.386']",0,1995
Houston,0.524,3,1,"['Houston Rockets 0.573 Champions', 'Houston Oilers 0.5', 'Houston Astros 0.524']",1,1995
New Jersey,0.542,2,1,"['New Jersey Nets 0.366', 'New Jersey Devils 0.542 Champions']",1,1995
Boston,0.594,4,0,"['Boston Celtics 0.427', 'New England Patriots 0.5', 'Boston Red Sox 0.593', 'Boston Bruins 0.594']",0,1995
Washington DC,0.542,3,0,"['Washington Bullets 0.256', 'Washington Redskins 0.5', 'Washington Capitals 0.542']",0,1995
New York 1,0.49,4,0,"['New York Knicks 0.671', 'New York Giants 0.417', 'New York Yankees 0.545', 'New York Rangers 0.49']",0,1995
Cleveland,0.69,3,0,"['Cleveland Cavaliers 0.524', 'Cleveland Browns 0.333', 'Cleveland Indians 0.69 Conf./League Finalist']",0,1995
Wisconsin,0.448,3,0,"['Milwaukee Bucks 0.415', 'Green Bay Packers 0.583 Conf./League Finalist', 'Milwaukee Brewers 0.448']",0,1995
Seattle,0.545,3,0,"['Seattle SuperSonics 0.695', 'Seattle Seahawks 0.417', 'Seattle Mariners 0.545 Conf./League Finalist']",0,1995
San Francisco,0.438,3,0,"['San Francisco 49ers 0.667', 'San Francisco Giants 0.462', 'San Jose Sharks 0.438']",0,1995
Tampa Bay,0.385,2,0,"['Tampa Bay Buccaneers 0.417', 'Tampa Bay Lightning 0.385']",0,1995
Pittsburgh,0.635,3,0,"['Pittsburgh Steelers 0.75 Conf./League Finalist', 'Pittsburgh Pirates 0.4', 'Pittsburgh Penguins 0.635']",0,1995
San Diego,0.483,2,0,"['San Diego Chargers 0.5', 'San Diego Padres 0.483']",0,1995
New Orleans,0.25,1,0,['New Orleans Saints 0.25'],0,1995
Jacksonville,0.333,1,0,['Jacksonville Jaguars 0.333'],0,1995
Kansas City,0.483,2,0,"['Kansas City Chiefs 0.833', 'Kansas City Royals 0.483']",0,1995
Buffalo,0.531,2,0,"['Buffalo Bills 0.583', 'Buffalo Sabres 0.531']",0,1995
St Louis,0.635,3,0,"['St. Louis Rams 0.5', 'St. Louis Cardinals 0.428', 'St. Louis Blues 0.635']",0,1995
Cincinnati,0.586,2,0,"['Cincinnati Bengals 0.417', 'Cincinnati Reds 0.586 Conf./League Finalist']",0,1995
New York 2,0.365,3,0,"['New York Jets 0.25', 'New York Mets 0.545', 'New York Islanders 0.365']",0,1995
Toronto,0.521,2,0,"['Toronto Blue Jays 0.386', 'Toronto Maple Leafs 0.521']",0,1995
Baltimore,0.49,1,0,['Baltimore Orioles 0.49'],0,1995
Montreal,0.448,2,0,"['Montreal Expos 0.455', 'Montreal Canadiens 0.448']",0,1995
Winnipeg,0.406,1,0,['Winnipeg Jets 0.406'],0,1995
Vancouver,0.5,1,0,['Vancouver Canucks 0.5'],0,1995
Calgary,0.573,1,0,['Calgary Flames 0.573'],0,1995
Hartford,0.448,1,0,['Hartford Whalers 0.448'],0,1995
Ottawa,0.24,1,0,['Ottawa Senators 0.24'],0,1995
Edmonton,0.396,1,0,['Edmonton Oilers 0.396'],0,1995
Quebec,0.677,1,0,['Quebec Nordiques 0.677'],0,1995
Chicago,0.573,5,1,"['Chicago Bulls 0.878 Champions', 'Chicago Bears 0.417', 'Chicago White Sox 0.525', 'Chicago Cubs 0.525', 'Chicago Blackhawks 0.573']",1,1996
Utah,0.671,1,0,['Utah Jazz 0.671 Conf./League Finalist'],0,1996
Philadelphia,0.628,4,0,"['Philadelphia 76ers 0.22', 'Philadelphia Eagles 0.667', 'Philadelphia Phillies 0.414', 'Philadelphia Flyers 0.628']",0,1996
Denver,0.634,4,1,"['Denver Nuggets 0.427', 'Denver Broncos 0.833', 'Colorado Rockies 0.512', 'Colorado Avalanche 0.634 Champions']",1,1996
Vancouver,0.482,2,0,"['Vancouver Grizzlies 0.183', 'Vancouver Canucks 0.482']",0,1996
Indianapolis,0.5,2,0,"['Indiana Pacers 0.634', 'Indianapolis Colts 0.5']",0,1996
Oakland,0.481,3,0,"['Golden State Warriors 0.439', 'Oakland Raiders 0.5', 'Oakland Athletics 0.481']",0,1996
Phoenix,0.583,2,0,"['Phoenix Suns 0.5', 'Arizona Cardinals 0.583']",0,1996
Sacramento,0.476,1,0,['Sacramento Kings 0.476'],0,1996
Dallas,0.402,4,0,"['Dallas Mavericks 0.317', 'Dallas Cowboys 0.667', 'Texas Rangers 0.556', 'Dallas Stars 0.402']",0,1996
Portland,0.537,1,0,['Portland Trail Blazers 0.537'],0,1996
Los Angeles 1,0.402,3,0,"['Los Angeles Lakers 0.646', 'Los Angeles Dodgers 0.432', 'Los Angeles Kings 0.402']",0,1996
Los Angeles 2,0.476,3,0,"['Los Angeles Clippers 0.354', 'Los Angeles Angels of Anaheim 0.432', 'Mighty Ducks of Anaheim 0.476']",0,1996
Atlanta,0.593,3,0,"['Atlanta Hawks 0.561', 'Atlanta Falcons 0.25', 'Atlanta Braves 0.593 Conf./League Finalist']",0,1996
San Antonio,0.72,1,0,['San Antonio Spurs 0.72'],0,1996
Toronto,0.488,3,0,"['Toronto Raptors 0.256', 'Toronto Blue Jays 0.457', 'Toronto Maple Leafs 0.488']",0,1996
Charlotte,0.75,2,0,"['Charlotte Hornets 0.5', 'Carolina Panthers 0.75 Conf./League Finalist']",0,1996
Miami,0.561,4,0,"['Miami Heat 0.512', 'Miami Dolphins 0.583', 'Florida Marlins 0.494', 'Florida Panthers 0.561 Conf./League Finalist']",0,1996
Orlando,0.732,1,0,['Orlando Magic 0.732 Conf./League Finalist'],0,1996
Detroit,0.799,4,0,"['Detroit Pistons 0.561', 'Detroit Lions 0.333', 'Detroit Tigers 0.327', 'Detroit Red Wings 0.799 Conf./League Finalist']",0,1996
Minneapolis,0.481,3,0,"['Minnesota Timberwolves 0.317', 'Minnesota Vikings 0.667', 'Minnesota Twins 0.481']",0,1996
Houston,0.506,3,0,"['Houston Rockets 0.585', 'Houston Oilers 0.5', 'Houston Astros 0.506']",0,1996
New Jersey,0.524,2,0,"['New Jersey Nets 0.366', 'New Jersey Devils 0.524']",0,1996
Boston,0.555,4,0,"['Boston Celtics 0.402', 'New England Patriots 0.75 Conf./League Finalist', 'Boston Red Sox 0.525', 'Boston Bruins 0.555']",0,1996
Washington DC,0.543,3,0,"['Washington Bullets 0.476', 'Washington Redskins 0.5', 'Washington Capitals 0.543']",0,1996
New York 1,0.585,4,1,"['New York Knicks 0.573', 'New York Giants 0.333', 'New York Yankees 0.568 Champions', 'New York Rangers 0.585']",1,1996
Cleveland,0.611,2,0,"['Cleveland Cavaliers 0.573', 'Cleveland Indians 0.611']",0,1996
Wisconsin,0.494,3,1,"['Milwaukee Bucks 0.305', 'Green Bay Packers 0.833 Champions', 'Milwaukee Brewers 0.494']",1,1996
Seattle,0.525,3,0,"['Seattle SuperSonics 0.78 Conf./League Finalist', 'Seattle Seahawks 0.417', 'Seattle Mariners 0.525']",0,1996
San Francisco,0.287,3,0,"['San Francisco 49ers 0.667', 'San Francisco Giants 0.42', 'San Jose Sharks 0.287']",0,1996
Tampa Bay,0.537,2,0,"['Tampa Bay Buccaneers 0.333', 'Tampa Bay Lightning 0.537']",0,1996
Pittsburgh,0.622,3,0,"['Pittsburgh Steelers 0.667', 'Pittsburgh Pirates 0.451', 'Pittsburgh Penguins 0.622 Conf./League Finalist']",0,1996
San Diego,0.562,2,0,"['San Diego Chargers 0.583', 'San Diego Padres 0.562']",0,1996
New York 2,0.329,3,0,"['New York Jets 0.0', 'New York Mets 0.568', 'New York Islanders 0.329']",0,1996
Jacksonville,0.583,1,0,['Jacksonville Jaguars 0.583 Conf./League Finalist'],0,1996
Kansas City,0.463,2,0,"['Kansas City Chiefs 0.417', 'Kansas City Royals 0.463']",0,1996
Buffalo,0.445,2,0,"['Buffalo Bills 0.5', 'Buffalo Sabres 0.445']",0,1996
Baltimore,0.543,2,0,"['Baltimore Ravens 0.167', 'Baltimore Orioles 0.543 Conf./League Finalist']",0,1996
St Louis,0.488,3,0,"['St. Louis Rams 0.333', 'St. Louis Cardinals 0.543 Conf./League Finalist', 'St. Louis Blues 0.488']",0,1996
Cincinnati,0.5,2,0,"['Cincinnati Bengals 0.5', 'Cincinnati Reds 0.5']",0,1996
New Orleans,0.167,1,0,['New Orleans Saints 0.167'],0,1996
Montreal,0.549,2,0,"['Montreal Expos 0.543', 'Montreal Canadiens 0.549']",0,1996
Winnipeg,0.476,1,0,['Winnipeg Jets 0.476'],0,1996
Calgary,0.482,1,0,['Calgary Flames 0.482'],0,1996
Hartford,0.47,1,0,['Hartford Whalers 0.47'],0,1996
Ottawa,0.25,1,0,['Ottawa Senators 0.25'],0,1996
Edmonton,0.415,1,0,['Edmonton Oilers 0.415'],0,1996
Chicago,0.494,5,1,"['Chicago Bulls 0.841 Champions', 'Chicago Bears 0.167', 'Chicago White Sox 0.494', 'Chicago Cubs 0.494', 'Chicago Blackhawks 0.494']",1,1997
Utah,0.78,1,0,['Utah Jazz 0.78 Conf./League Finalist'],0,1997
Philadelphia,0.628,4,0,"['Philadelphia 76ers 0.268', 'Philadelphia Eagles 0.333', 'Philadelphia Phillies 0.42', 'Philadelphia Flyers 0.628 Conf./League Finalist']",0,1997
Denver,0.652,4,1,"['Denver Nuggets 0.256', 'Denver Broncos 0.75 Champions', 'Colorado Rockies 0.512', 'Colorado Avalanche 0.652 Conf./League Finalist']",1,1997
Vancouver,0.47,2,0,"['Vancouver Grizzlies 0.171', 'Vancouver Canucks 0.47']",0,1997
Indianapolis,0.167,2,0,"['Indiana Pacers 0.476', 'Indianapolis Colts 0.167']",0,1997
Oakland,0.401,3,0,"['Golden State Warriors 0.366', 'Oakland Raiders 0.167', 'Oakland Athletics 0.401']",0,1997
Phoenix,0.506,3,0,"['Phoenix Suns 0.488', 'Arizona Cardinals 0.25', 'Phoenix Coyotes 0.506']",0,1997
Sacramento,0.415,1,0,['Sacramento Kings 0.415'],0,1997
Dallas,0.634,4,0,"['Dallas Mavericks 0.293', 'Dallas Cowboys 0.333', 'Texas Rangers 0.475', 'Dallas Stars 0.634']",0,1997
Portland,0.598,1,0,['Portland Trail Blazers 0.598'],0,1997
Los Angeles 1,0.409,3,0,"['Los Angeles Lakers 0.683', 'Los Angeles Dodgers 0.519', 'Los Angeles Kings 0.409']",0,1997
Los Angeles 2,0.518,3,0,"['Los Angeles Clippers 0.439', 'Los Angeles Angels of Anaheim 0.519', 'Mighty Ducks of Anaheim 0.518']",0,1997
Atlanta,0.623,3,0,"['Atlanta Hawks 0.683', 'Atlanta Falcons 0.417', 'Atlanta Braves 0.623 Conf./League Finalist']",0,1997
San Antonio,0.244,1,0,['San Antonio Spurs 0.244'],0,1997
Toronto,0.415,3,0,"['Toronto Raptors 0.366', 'Toronto Blue Jays 0.469', 'Toronto Maple Leafs 0.415']",0,1997
Charlotte,0.417,2,0,"['Charlotte Hornets 0.659', 'Carolina Panthers 0.417']",0,1997
Miami,0.543,4,1,"['Miami Heat 0.744 Conf./League Finalist', 'Miami Dolphins 0.667', 'Florida Marlins 0.568 Champions', 'Florida Panthers 0.543']",1,1997
Orlando,0.549,1,0,['Orlando Magic 0.549'],0,1997
Detroit,0.573,4,1,"['Detroit Pistons 0.659', 'Detroit Lions 0.583', 'Detroit Tigers 0.488', 'Detroit Red Wings 0.573 Champions']",1,1997
Minneapolis,0.42,3,0,"['Minnesota Timberwolves 0.488', 'Minnesota Vikings 0.5', 'Minnesota Twins 0.42']",0,1997
Houston,0.519,2,0,"['Houston Rockets 0.695 Conf./League Finalist', 'Houston Astros 0.519']",0,1997
New Jersey,0.634,2,0,"['New Jersey Nets 0.317', 'New Jersey Devils 0.634']",0,1997
Boston,0.372,4,0,"['Boston Celtics 0.183', 'New England Patriots 0.75', 'Boston Red Sox 0.481', 'Boston Bruins 0.372']",0,1997
Washington DC,0.457,3,0,"['Washington Bullets 0.537', 'Washington Redskins 0.625', 'Washington Capitals 0.457']",0,1997
New York 1,0.524,4,0,"['New York Knicks 0.695', 'New York Giants 0.792', 'New York Yankees 0.593', 'New York Rangers 0.524 Conf./League Finalist']",0,1997
Cleveland,0.531,2,0,"['Cleveland Cavaliers 0.512', 'Cleveland Indians 0.531 Conf./League Finalist']",0,1997
Wisconsin,0.481,3,0,"['Milwaukee Bucks 0.402', 'Green Bay Packers 0.833 Conf./League Finalist', 'Milwaukee Brewers 0.481']",0,1997
Seattle,0.556,3,0,"['Seattle SuperSonics 0.695', 'Seattle Seahawks 0.5', 'Seattle Mariners 0.556']",0,1997
San Francisco,0.378,3,0,"['San Francisco 49ers 0.917 Conf./League Finalist', 'San Francisco Giants 0.556', 'San Jose Sharks 0.378']",0,1997
Tennessee,0.333,1,0,['Tennessee Oilers 0.333'],0,1997
Tampa Bay,0.451,2,0,"['Tampa Bay Buccaneers 0.583', 'Tampa Bay Lightning 0.451']",0,1997
Pittsburgh,0.512,3,0,"['Pittsburgh Steelers 0.75 Conf./League Finalist', 'Pittsburgh Pirates 0.488', 'Pittsburgh Penguins 0.512']",0,1997
San Diego,0.469,2,0,"['San Diego Chargers 0.25', 'San Diego Padres 0.469']",0,1997
New York 2,0.427,3,0,"['New York Jets 0.5', 'New York Mets 0.593', 'New York Islanders 0.427']",0,1997
Jacksonville,0.75,1,0,['Jacksonville Jaguars 0.75'],0,1997
Kansas City,0.414,2,0,"['Kansas City Chiefs 0.75', 'Kansas City Royals 0.414']",0,1997
Buffalo,0.561,2,0,"['Buffalo Bills 0.417', 'Buffalo Sabres 0.561']",0,1997
Baltimore,0.605,2,0,"['Baltimore Ravens 0.333', 'Baltimore Orioles 0.605 Conf./League Finalist']",0,1997
St Louis,0.506,3,0,"['St. Louis Rams 0.417', 'St. Louis Cardinals 0.451', 'St. Louis Blues 0.506']",0,1997
Cincinnati,0.469,2,0,"['Cincinnati Bengals 0.417', 'Cincinnati Reds 0.469']",0,1997
New Orleans,0.333,1,0,['New Orleans Saints 0.333'],0,1997
Montreal,0.47,2,0,"['Montreal Expos 0.481', 'Montreal Canadiens 0.47']",0,1997
Calgary,0.445,1,0,['Calgary Flames 0.445'],0,1997
Hartford,0.457,1,0,['Hartford Whalers 0.457'],0,1997
Ottawa,0.47,1,0,['Ottawa Senators 0.47'],0,1997
Edmonton,0.494,1,0,['Edmonton Oilers 0.494'],0,1997
Chicago,0.445,5,1,"['Chicago Bulls 0.756 Champions', 'Chicago Bears 0.167', 'Chicago White Sox 0.491', 'Chicago Cubs 0.491', 'Chicago Blackhawks 0.445']",1,1998
Utah,0.756,1,0,['Utah Jazz 0.756 Conf./League Finalist'],0,1998
Philadelphia,0.579,4,0,"['Philadelphia 76ers 0.378', 'Philadelphia Eagles 0.25', 'Philadelphia Phillies 0.46', 'Philadelphia Flyers 0.579']",0,1998
Denver,0.579,4,1,"['Denver Nuggets 0.134', 'Denver Broncos 0.917 Champions', 'Colorado Rockies 0.472', 'Colorado Avalanche 0.579']",1,1998
Vancouver,0.39,2,0,"['Vancouver Grizzlies 0.232', 'Vancouver Canucks 0.39']",0,1998
